threshold score	650.2697289139342	current time:	2021-04-01_17:26:51.580060
time(s)	neutral(raw)	distress(raw)	frequency(Hz)	neutral(mag)	distress(mag)	weighted profile
0	0.9539208056763561	0.42390194075587345	0.0	8095.719624628061	8098.700627145799	0.42390194075587345
0.002	0.0612314030670634	0.5730337078651687	0.1	15.895660945408231	26.392400382695115	0.5730337078651687
0.004	2.458924238956283	0.0	0.2	3.610228720264167	9.924781147812991	0.0
0.006	3.2130373083085373	0.0	0.30000000000000004	5.943649590254143	11.39908950594966	0.0
0.008	1.1762874799725338	0.5689479060265578	0.4	7.18433426204299	13.71236369851583	0.5689479060265578
0.01	0.0612314030670634	0.9979570990806946	0.5	11.410040745478792	5.961629210433149	0.9979570990806946
0.012	1.56623483634699	0.0	0.6000000000000001	15.319876559189316	16.510753248102446	0.0
0.014	3.2130373083085373	0.0	0.7000000000000001	11.438491436705382	9.57894807989054	0.0
0.016	1.981963836118105	0.1511746680286006	0.8	12.477944282413304	8.886814980603193	0.1511746680286006
0.018000000000000002	0.0612314030670634	0.9979570990806946	0.9	7.164058714503155	5.7225710688743945	0.9979570990806946
0.020000000000000004	0.06767681391622797	0.42696629213483145	1.0	18.240488150926463	11.939570364047466	0.42696629213483145
0.022000000000000006	3.1356923781185624	0.0	1.1	9.571821120955326	3.3650454697370327	0.0
0.024000000000000007	3.216260013733119	0.0	1.2000000000000002	12.773255982763843	10.596973708252078	0.0
0.02600000000000001	0.3641657129777981	0.8079673135852913	1.3	9.106419485850534	10.875484638220094	0.8079673135852913
0.02800000000000001	0.0612314030670634	0.9979570990806946	1.4000000000000001	6.495621473211081	16.411680370742246	0.9979570990806946
0.030000000000000013	1.7724879835202563	0.0	1.5	10.900318783347325	13.515269964992626	0.0
0.032000000000000015	3.209814602883955	0.0	1.6	4.864093636772822	8.469387919129753	0.0
0.034000000000000016	2.5362691691462578	0.0	1.7000000000000002	15.913113862972383	3.728498248690988	0.0
0.03600000000000002	0.0612314030670634	0.9969356486210421	1.8	14.831912059497952	8.552841908299337	0.9969356486210421
0.03800000000000002	0.0612314030670634	0.9989785495403474	1.9000000000000001	7.576769613713075	14.55319025482408	0.9989785495403474
0.04000000000000002	2.462146944380865	0.0	2.0	7.99421517221175	9.925045108645035	0.0
0.04200000000000002	3.2130373083085373	0.0	2.1	14.508885141763894	23.170235492960913	0.0
0.044000000000000025	1.5952391851682308	0.11746680286006124	2.2	3.863324692074502	7.209508358812976	0.11746680286006124
0.04600000000000003	0.0612314030670634	0.9989785495403474	2.3000000000000003	20.48711373931535	30.777306362628117	0.9989785495403474
0.04800000000000003	0.06767681391622797	0.8212461695607765	2.4000000000000004	7.959501680473392	6.216715651453824	0.8212461695607765
0.05000000000000003	2.9068802929732205	0.0	2.5	12.1061875871749	21.170808822260433	0.0
0.05200000000000003	3.209814602883955	0.0	2.6	2.6593368165450997	19.12893200897777	0.0
0.054000000000000034	0.8604623483634698	0.5372829417773238	2.7	7.0665754543195725	11.095289852574016	0.5372829417773238
0.056000000000000036	0.0612314030670634	0.9989785495403474	2.8000000000000003	20.398960563585142	6.9272186880153415	0.9989785495403474
0.05800000000000004	1.053824673838407	0.2124616956077631	2.9000000000000004	2.48650679793388	26.01386056157099	0.2124616956077631
0.06000000000000004	3.206591897459373	0.0	3.0	12.768424160353577	18.42062576270829	0.0
0.06200000000000004	3.196923781185626	0.0	3.1	12.973008473931312	14.614821882445622	0.0
0.06400000000000004	0.23848020141908902	0.8314606741573034	3.2	24.725474584841415	10.749226551706787	0.8314606741573034
0.06600000000000004	0.0612314030670634	0.9989785495403474	3.3000000000000003	8.854846748514827	15.862764862993423	0.9989785495403474
0.06800000000000005	1.9175097276264592	0.0	3.4000000000000004	19.183700850068398	24.21938201606143	0.0
0.07000000000000005	3.2130373083085373	0.0	3.5	6.5339127831255235	16.413225053995586	0.0
0.07200000000000005	2.2172213321126115	0.0	3.6	19.25734189587747	9.005465507998911	0.0
0.07400000000000005	0.0612314030670634	0.9918283963227785	3.7	14.14821697439525	22.007171206619557	0.9918283963227785
0.07600000000000005	0.0612314030670634	0.9989785495403474	3.8000000000000003	23.954529771721642	13.346563854574402	0.9989785495403474
0.07800000000000006	2.529823758297093	0.0	3.9000000000000004	16.306672588774543	2.4485521801017716	0.0
0.08000000000000006	3.209814602883955	0.0	4.0	13.298315118468699	7.196203539193896	0.0
0.08200000000000006	0.8314579995422293	0.32992849846782435	4.1000000000000005	9.67247158453192	8.38372601116716	0.32992849846782435
0.08400000000000006	0.0612314030670634	0.9979570990806946	4.2	19.71893339140895	9.283318772706721	0.9979570990806946
0.08600000000000006	0.6284275577935454	0.6414708886618999	4.3	9.083739494662392	13.461391425669255	0.6414708886618999
0.08800000000000006	3.103465323872739	0.0	4.4	26.06794191201108	8.775933484770524	0.0
0.09000000000000007	3.209814602883955	0.0	4.5	21.893796664430976	21.57827306413845	0.0
0.09200000000000007	0.6735454337376974	0.55464759959142	4.6000000000000005	8.737119513961881	13.136260531596228	0.55464759959142
0.09400000000000007	0.0612314030670634	0.9989785495403474	4.7	8.838541499472216	8.725784185834245	0.9989785495403474
0.09600000000000007	1.0377111467154954	0.22982635342185911	4.800000000000001	15.439995693883873	8.893193748766183	0.22982635342185911
0.09800000000000007	3.1937010757610436	0.0	4.9	7.239891617543742	23.432399168271854	0.0
0.10000000000000007	3.209814602883955	0.0	5.0	22.603364317937583	13.462389048050321	0.0
0.10200000000000008	0.5768642710002289	0.6956077630234935	5.1000000000000005	17.66317543371783	18.539436875901146	0.6956077630234935
0.10400000000000008	0.0612314030670634	0.9989785495403474	5.2	14.523782089182816	21.299070278552254	0.9989785495403474
0.10600000000000008	1.292304875257496	0.0	5.300000000000001	20.50627862916507	16.534493351430495	0.0
0.10800000000000008	3.206591897459373	0.0	5.4	8.76393151318062	15.789915706397023	0.0
0.11000000000000008	3.196923781185626	0.0	5.5	10.650952385798483	17.554282821471947	0.0
0.11200000000000009	0.3802792401007095	0.8447395301327888	5.6000000000000005	9.86462989371286	8.789394144861069	0.8447395301327888
0.11400000000000009	0.0612314030670634	0.9979570990806946	5.7	12.704346324994333	6.073632860004379	0.9979570990806946
0.11600000000000009	1.4631082627603569	0.0	5.800000000000001	7.359302532596118	13.692835165691355	0.0
0.11800000000000009	3.209814602883955	0.0	5.9	11.629154142568186	12.774421526871617	0.0
0.12000000000000009	3.1937010757610436	0.0	6.0	12.923102659383241	18.631779141791363	0.0
0.1220000000000001	0.2223666742961776	0.9458631256384068	6.1000000000000005	16.358207994495114	22.435260323723494	0.9458631256384068
0.1240000000000001	0.0612314030670634	0.9938712972420839	6.2	31.61100183003105	14.681545778564377	0.9938712972420839
0.12600000000000008	1.7531517509727625	0.0	6.300000000000001	26.415235044585597	16.17517165912732	0.0
0.12800000000000009	3.209814602883955	0.0	6.4	30.34614211813183	26.164783085470244	0.0
0.1300000000000001	2.7425223163195236	0.0	6.5	16.713591305118364	12.12347934311729	0.0
0.1320000000000001	0.09990386816205081	0.9867211440245149	6.6000000000000005	9.327561365846709	15.658295985537046	0.9867211440245149
0.1340000000000001	0.0612314030670634	0.6537282941777325	6.7	11.33358764620256	28.850303330843385	0.6537282941777325
0.1360000000000001	2.1205401693751433	0.0	6.800000000000001	18.757319303217916	42.824518966114546	0.0
0.1380000000000001	3.2130373083085373	0.0	6.9	11.504162566264943	23.00417648298351	0.0
0.1400000000000001	2.3429068436713205	0.06230847803881508	7.0	11.491020636716897	55.95288581520021	0.06230847803881508
0.1420000000000001	0.0612314030670634	0.9989785495403474	7.1000000000000005	19.21345004995361	62.8907999687692	0.9989785495403474
0.1440000000000001	0.0612314030670634	0.5781409601634322	7.2	4.309360100248647	41.412096876995044	0.5781409601634322
0.1460000000000001	2.417029068436713	0.0	7.300000000000001	39.127501567479165	28.47940458169948	0.0
0.1480000000000001	3.2130373083085373	0.0	7.4	20.091181451185204	14.026663485842077	0.0
0.1500000000000001	2.1173174639505605	0.10827374872318701	7.5	23.563224437319104	47.40630902821699	0.10827374872318701
0.1520000000000001	0.0612314030670634	0.9989785495403474	7.6000000000000005	25.909251324128363	48.07773827200417	0.9989785495403474
0.1540000000000001	0.0612314030670634	0.5781409601634322	7.7	8.267609532370273	37.36230042134405	0.5781409601634322
0.1560000000000001	2.562050812542916	0.0	7.800000000000001	21.144993983181088	33.27462269595957	0.0
0.1580000000000001	3.2130373083085373	0.0	7.9	7.960757903444744	36.12971963218833	0.0
0.16000000000000011	1.7821560997940031	0.2390194075587335	8.0	24.718099477943547	11.228704719444366	0.2390194075587335
0.16200000000000012	0.06445410849164569	0.9979570990806946	8.1	14.02197896167179	22.08824032620683	0.9979570990806946
0.16400000000000012	0.0612314030670634	0.5607763023493362	8.200000000000001	18.882014137111792	27.865724316481863	0.5607763023493362
0.16600000000000012	2.665177386129549	0.0	8.3	8.118129092231749	19.70680514804124	0.0
0.16800000000000012	3.2130373083085373	0.0	8.4	23.661919247641517	33.31230774850804	0.0
0.17000000000000012	1.4953353170061798	0.3258426966292135	8.5	27.57049838906689	51.41183669284155	0.3258426966292135
0.17200000000000013	0.0612314030670634	0.9989785495403474	8.6	10.03076904840893	41.86861306585615	0.9989785495403474
0.17400000000000013	0.06767681391622797	0.5832482124616957	8.700000000000001	13.94164619962738	35.983362007421896	0.5832482124616957
0.17600000000000013	2.7876401922636758	0.0	8.8	5.6008388241274805	26.13496136572984	0.0
0.17800000000000013	3.2130373083085373	0.0	8.9	29.671348322789893	25.458075173460976	0.0
0.18000000000000013	1.2407415884641795	0.372829417773238	9.0	16.364668610108673	28.240123556489447	0.372829417773238
0.18200000000000013	0.0612314030670634	0.9989785495403474	9.1	51.18737514439951	9.47997965652678	0.9989785495403474
0.18400000000000014	0.06767681391622797	0.6414708886619	9.200000000000001	28.05477918602255	4.703512509615156	0.6414708886619
0.18600000000000014	2.981002517738613	0.0	9.3	25.11424283220393	4.669401523290986	0.0
0.18800000000000014	3.2130373083085373	0.0	9.4	7.048646858324674	27.121732050951074	0.0
0.19000000000000014	1.1086106660563058	0.4014300306435138	9.5	43.456544908964055	17.69370785854222	0.4014300306435138
0.19200000000000014	0.0612314030670634	0.9989785495403474	9.600000000000001	45.17827158275046	23.83944433329473	0.9989785495403474
0.19400000000000014	0.5543053330281529	0.24208375893769155	9.700000000000001	19.58155621908805	12.294456499105587	0.24208375893769155
0.19600000000000015	3.084129091325246	0.0	9.8	46.50580210296612	3.80447962448808	0.0
0.19800000000000015	3.209814602883955	0.0	9.9	19.180684055659366	14.64012662702874	0.0
0.20000000000000015	0.8443488212405584	0.6956077630234935	10.0	45.64662167771085	2.9900101426387957	0.6956077630234935
0.20200000000000015	0.0612314030670634	0.9979570990806946	10.100000000000001	58.619840975737745	7.67953720465588	0.9979570990806946
0.20400000000000015	0.9442526894026093	0.0	10.200000000000001	51.91183165316554	13.696162569999844	0.0
0.20600000000000016	3.196923781185626	0.0	10.3	51.45199458352032	4.219312739490243	0.0
0.20800000000000016	3.209814602883955	0.0	10.4	46.05766287166103	7.908236102561534	0.0
0.21000000000000016	0.6026459143968872	0.82635342185904	10.5	36.34048737966846	10.28683627971742	0.82635342185904
0.21200000000000016	0.0612314030670634	0.9979570990806946	10.600000000000001	27.24427965820612	2.5099699588378743	0.9979570990806946
0.21400000000000016	1.372872510872053	0.0	10.700000000000001	23.516463218072268	5.7528609747111314	0.0
0.21600000000000016	3.206591897459373	0.0	10.8	8.084038728127886	5.72782509155131	0.0
0.21800000000000017	3.200146486610208	0.0	10.9	15.939534697446954	9.418576498318536	0.0
0.22000000000000017	0.3544975967040513	0.9050051072522983	11.0	16.988580197611817	10.150107473986589	0.9050051072522983
0.22200000000000017	0.0612314030670634	0.9887640449438204	11.100000000000001	7.2234771003599825	7.866541524194254	0.9887640449438204
0.22400000000000017	1.6081300068665596	0.0	11.200000000000001	16.08788946898262	14.704393517280417	0.0
0.22600000000000017	3.209814602883955	0.0	11.3	9.578515814327197	13.574062137002446	0.0
0.22800000000000017	3.1904783703364616	0.0	11.4	11.913044906131278	12.406090514239418	0.0
0.23000000000000018	0.20625314717326618	0.9530132788559756	11.5	14.07873360856687	6.163048885090016	0.9530132788559756
0.23200000000000018	0.0612314030670634	0.6598569969356487	11.600000000000001	1.8742860979446023	9.748508661732046	0.6598569969356487
0.23400000000000018	1.9432913710231172	0.0	11.700000000000001	9.057264651684052	7.790399954291152	0.0
0.23600000000000018	3.209814602883955	0.0	11.8	6.514774867417087	9.666717172236138	0.0
0.23800000000000018	2.8134218356603338	0.0	11.9	11.813040817593999	12.158403138844	0.0
0.24000000000000019	0.1450217441062028	0.9724208375893771	12.0	22.837703925453866	14.044763203957439	0.9724208375893771
0.2420000000000002	0.0612314030670634	0.41879468845760986	12.100000000000001	6.03286615402504	3.986639409065322	0.41879468845760986
0.2440000000000002	2.197885099565118	0.0	12.200000000000001	10.578239833343028	2.6506804290647796	0.0
0.2460000000000002	3.2130373083085373	0.0	12.3	17.03520259737004	4.715207297883089	0.0
0.2480000000000002	2.5588281071183334	0.08886618998978553	12.4	3.896392459140936	4.664769331701803	0.08886618998978553
0.25000000000000017	0.06445410849164569	0.9979570990806946	12.5	7.042918858099436	9.584315145685501	0.9979570990806946
0.25200000000000017	0.0612314030670634	0.39836567926455574	12.600000000000001	14.38055093169302	12.409820741614192	0.39836567926455574
0.25400000000000017	2.371911192492561	0.0	12.700000000000001	5.366224911298337	8.200357828767368	0.0
0.25600000000000017	3.209814602883955	0.0	12.8	5.7735090005417975	10.934311409281888	0.0
0.2580000000000002	1.981963836118105	0.323799795709908	12.9	9.29428871391279	7.099411137772282	0.323799795709908
0.2600000000000002	0.06445410849164569	0.9969356486210419	13.0	12.562878831379326	17.434851784132338	0.9969356486210419
0.2620000000000002	0.0612314030670634	0.3268641470888663	13.100000000000001	12.701629799761312	8.346407154989057	0.3268641470888663
0.2640000000000002	2.597500572213321	0.0	13.200000000000001	5.04640410567066	3.3999002476763427	0.0
0.2660000000000002	3.2130373083085373	0.0	13.3	12.111916865438534	6.105999515337519	0.0
0.2680000000000002	1.7080338750286106	0.47599591419816145	13.4	4.744630734271074	11.737789838823621	0.47599591419816145
0.2700000000000002	0.0612314030670634	0.9979570990806946	13.5	0.5351930300029601	4.991078240142137	0.9979570990806946
0.2720000000000002	0.06767681391622797	0.18181818181818185	13.600000000000001	15.42497004175097	8.082767247688288	0.18181818181818185
0.2740000000000002	2.777972075989929	0.0	13.700000000000001	12.425523793903565	6.9937997338504765	0.0
0.2760000000000002	3.2130373083085373	0.0	13.8	15.182881386060489	3.93634594885271	0.0
0.2780000000000002	1.4824444953078508	0.5464759959141983	13.9	4.178638499897088	2.6535931640393633	0.5464759959141983
0.2800000000000002	0.0612314030670634	0.9969356486210421	14.0	19.946169305767583	8.338808547766888	0.9969356486210421
0.2820000000000002	0.06767681391622797	0.1195097037793667	14.100000000000001	7.047748868695615	3.756113875330397	0.1195097037793667
0.2840000000000002	2.890766765850309	0.0	14.200000000000001	9.426021855112722	5.802822637267598	0.0
0.2860000000000002	3.209814602883955	0.0	14.3	1.1117079766020619	7.283348803847101	0.0
0.2880000000000002	1.1247241931792173	0.6608784473953014	14.4	27.756177230980654	16.13249057293449	0.6608784473953014
0.2900000000000002	0.0612314030670634	0.9938712972420839	14.5	5.497321984658386	14.41764706747078	0.9938712972420839
0.2920000000000002	0.06767681391622797	0.0888661899897855	14.600000000000001	3.9791191028581783	18.050379951901068	0.0888661899897855
0.2940000000000002	2.9777798123140307	0.0	14.700000000000001	16.945883484442632	15.191798386295725	0.0
0.2960000000000002	3.209814602883955	0.0	14.8	12.771102697278907	9.358974245423882	0.0
0.2980000000000002	0.8379034103913939	0.7517875383043923	14.9	7.136366170166076	12.318929682727774	0.7517875383043923
0.3000000000000002	0.0612314030670634	0.9938712972420839	15.0	14.669766901637617	21.326902991728304	0.9938712972420839
0.3020000000000002	0.8250125886930647	0.0	15.100000000000001	8.277971320772576	15.620814730729931	0.0
0.3040000000000002	3.17436484321355	0.0	15.200000000000001	9.741349119194505	7.724066079459663	0.0
0.3060000000000002	3.209814602883955	0.0	15.3	8.700901744723271	15.79750708572112	0.0
0.3080000000000002	0.7573357747768368	0.77732379979571	15.4	3.0682631328187315	16.54676351835525	0.77732379979571
0.3100000000000002	0.0612314030670634	0.30234933605720127	15.5	15.028497823223383	12.914519286409865	0.30234933605720127
0.3120000000000002	1.2214053559166858	0.0	15.600000000000001	3.281069728916386	7.208737319711941	0.0
0.3140000000000002	3.206591897459373	0.0	15.700000000000001	9.916690467666413	12.516729458645598	0.0
0.3160000000000002	3.209814602883955	0.0	15.8	3.3307845259056816	15.100025196807394	0.0
0.3180000000000002	0.5607507438773174	0.8396322778345251	15.9	5.1838130445401704	7.1978565972494755	0.8396322778345251
0.32000000000000023	0.0612314030670634	0.2349336057201226	16.0	2.933452640512301	11.118362504375028	0.2349336057201226
0.32200000000000023	1.5017807278553443	0.0	16.1	4.98678216230072	16.578159323350107	0.0
0.32400000000000023	3.209814602883955	0.0	16.2	7.728951689218537	10.37444888494638	0.0
0.32600000000000023	3.196923781185626	0.004085801838610786	16.3	7.99049258546381	18.9017998732936	0.004085801838610786
0.32800000000000024	0.26426184481574727	0.9336057201225741	16.400000000000002	13.828742263151433	41.59525753953587	0.9336057201225741
0.33000000000000024	0.0612314030670634	0.18386108273748725	16.5	13.939585502089201	37.366919517489805	0.18386108273748725
0.33200000000000024	1.7853788052185853	0.0	16.6	14.104488530610755	16.89107250959308	0.0
0.33400000000000024	3.209814602883955	0.0	16.7	4.1023056704506455	18.81698791044396	0.0
0.33600000000000024	2.9262165255207138	0.08886618998978568	16.8	15.412918598854635	24.4125236066927	0.08886618998978568
0.33800000000000024	0.16113527122911422	0.9652706843718083	16.900000000000002	23.6334516708783	6.022258958547263	0.9652706843718083
0.34000000000000025	0.0612314030670634	0.11644535240040858	17.0	28.130409136008478	16.249032534501794	0.11644535240040858
0.34200000000000025	1.9916319523918515	0.0	17.1	7.2138855707445755	6.045352315488518	0.0
0.34400000000000025	3.2130373083085373	0.0	17.2	16.2158136122594	14.619426919851163	0.0
0.34600000000000025	2.4492561226825362	0.24106230847803875	17.3	31.199399455604237	14.563010866710364	0.24106230847803875
0.34800000000000025	0.0612314030670634	0.9938712972420839	17.400000000000002	22.56409347726285	7.315511204275158	0.9938712972420839
0.35000000000000026	0.0612314030670634	0.08069458631256386	17.5	18.64688276906097	16.117425691667293	0.08069458631256386
0.35200000000000026	2.1173174639505605	0.0	17.6	18.304560800623317	15.019051883950691	0.0
0.35400000000000026	3.2130373083085373	0.0	17.7	29.624608487705043	9.168868032932883	0.0
0.35600000000000026	2.2430029755092695	0.30643513789581217	17.8	18.651993426462262	24.59005065456336	0.30643513789581217
0.35800000000000026	0.0612314030670634	0.8978549540347294	17.900000000000002	7.564113368797847	24.990476256510153	0.8978549540347294
0.36000000000000026	0.0612314030670634	0.029622063329928495	18.0	23.152685592649423	23.561081849621896	0.029622063329928495
0.36200000000000027	2.3848020141908903	0.0	18.1	5.106217746284014	21.37700427257902	0.0
0.36400000000000027	3.2130373083085373	0.0	18.2	5.333160190690289	25.946735702693665	0.0
0.36600000000000027	2.0496406500343327	0.36874361593462723	18.3	10.915681978040082	18.17503545138913	0.36874361593462723
0.36800000000000027	0.0612314030670634	0.72829417773238	18.400000000000002	3.1654559103502433	11.051749723513346	0.72829417773238
0.3700000000000003	0.0612314030670634	0.0	18.5	15.006345231320937	16.126958587380873	0.0
