0.000915527	-0.0408936	
0.00823975	-0.0418091	
0.0128174	-0.0314331	
0.0112915	-0.0238037	
0.00976563	-0.0213623	
0.000915527	-0.0289917	
-0.00610352	-0.0384521	
-0.00549316	-0.0387573	
0.00244141	-0.03479	
0.010376	-0.0289917	
0.00671387	-0.0268555	
-0.00427246	-0.0302124	
-0.00579834	-0.0296021	
0.000915527	-0.0274658	
0.00671387	-0.0228882	
0.0012207	-0.0222778	
-0.00579834	-0.0247192	
-0.012207	-0.0299072	
-0.00946045	-0.0344849	
-0.00213623	-0.0375366	
0.000610352	-0.038147	
0.00274658	-0.0372314	
-0.000305176	-0.0360107	
-0.00396729	-0.0311279	
-0.00976563	-0.0222778	
-0.0189209	-0.0143433	
-0.0216675	-0.012207	
-0.0149536	-0.0164795	
-0.00915527	-0.0216675	
-0.00732422	-0.0268555	
-0.0112915	-0.0314331	
-0.0125122	-0.0341797	
-0.012207	-0.0286865	
-0.0128174	-0.0210571	
-0.0106812	-0.0183105	
-0.00366211	-0.0244141	
-0.00213623	-0.0268555	
-0.00457764	-0.0228882	
-0.0161743	-0.0177002	
-0.0253296	-0.0183105	
-0.0296021	-0.0244141	
-0.0289917	-0.0311279	
-0.0234985	-0.0305176	
-0.0195313	-0.0265503	
-0.0183105	-0.0231934	
-0.0195313	-0.0247192	
-0.020752	-0.0335693	
-0.0268555	-0.0405884	
-0.0308228	-0.0363159	
-0.0341797	-0.0259399	
-0.0326538	-0.0164795	
-0.0283813	-0.012207	
-0.0238037	-0.0109863	
-0.0259399	-0.00976563	
-0.032959	-0.00946045	
-0.0354004	-0.0125122	
-0.0296021	-0.0180054	
-0.0183105	-0.0216675	
-0.0115967	-0.0250244	
-0.0137329	-0.0320435	
-0.017395	-0.0372314	
-0.0219727	-0.0350952	
-0.0268555	-0.0222778	
-0.0335693	-0.0143433	
-0.0354004	-0.0167847	
-0.0326538	-0.0250244	
-0.0241089	-0.0238037	
-0.0167847	-0.0152588	
-0.0167847	-0.0140381	
-0.0201416	-0.0222778	
-0.0228882	-0.0369263	
-0.0244141	-0.0418091	
-0.0247192	-0.03479	
-0.0250244	-0.0247192	
-0.0253296	-0.020752	
-0.0250244	-0.0238037	
-0.0234985	-0.0262451	
-0.0244141	-0.0256348	
-0.0216675	-0.0259399	
-0.0238037	-0.0302124	
-0.0271606	-0.0354004	
-0.0259399	-0.0350952	
-0.022583	-0.0286865	
-0.0189209	-0.0204468	
-0.0170898	-0.0164795	
-0.0216675	-0.0167847	
-0.0231934	-0.0204468	
-0.0228882	-0.0283813	
-0.0189209	-0.0344849	
-0.017395	-0.0393677	
-0.0201416	-0.0332642	
-0.0247192	-0.0244141	
-0.0228882	-0.0201416	
-0.0216675	-0.0283813	
-0.0167847	-0.0357056	
-0.0177002	-0.03479	
-0.0198364	-0.0253296	
-0.022583	-0.0177002	
-0.0234985	-0.0189209	
-0.0216675	-0.0247192	
-0.0158691	-0.0289917	
-0.00946045	-0.0302124	
-0.00793457	-0.0332642	
-0.010376	-0.0338745	
-0.0131226	-0.0363159	
-0.0180054	-0.0411987	
-0.0192261	-0.0442505	
-0.0213623	-0.0418091	
-0.0198364	-0.0317383	
-0.0201416	-0.0195313	
-0.0183105	-0.0152588	
-0.0167847	-0.0219727	
-0.015564	-0.0323486	
-0.0088501	-0.0418091	
-0.000915527	-0.0430298	
0.00488281	-0.0424194	
-0.00396729	-0.0430298	
-0.0180054	-0.0396729	
-0.0289917	-0.0357056	
-0.0222778	-0.0292969	
-0.015564	-0.027771	
-0.0128174	-0.0314331	
-0.0183105	-0.0360107	
-0.0228882	-0.0445557	
-0.0234985	-0.0488281	
-0.0198364	-0.0448608	
-0.0140381	-0.0326538	
-0.0137329	-0.0213623	
-0.0177002	-0.0219727	
-0.0198364	-0.0286865	
-0.0128174	-0.0344849	
-0.00793457	-0.038147	
-0.00640869	-0.0393677	
-0.0152588	-0.0402832	
-0.0158691	-0.0384521	
-0.00762939	-0.0354004	
-0.00366211	-0.0341797	
-0.00640869	-0.0320435	
-0.0177002	-0.0286865	
-0.0265503	-0.0262451	
-0.0241089	-0.0289917	
-0.0167847	-0.0341797	
-0.010376	-0.0402832	
-0.0115967	-0.0457764	
-0.0186157	-0.0485229	
-0.0177002	-0.0466919	
-0.0146484	-0.039978	
-0.0195313	-0.0344849	
-0.0244141	-0.0292969	
-0.0250244	-0.0296021	
-0.0128174	-0.0317383	
-0.00915527	-0.0369263	
-0.0170898	-0.0415039	
-0.027771	-0.043335	
-0.0250244	-0.0411987	
-0.0177002	-0.0372314	
-0.0115967	-0.0317383	
-0.015564	-0.0296021	
-0.022583	-0.0286865	
-0.0289917	-0.0360107	
-0.0280762	-0.0396729	
-0.0286865	-0.0402832	
-0.0253296	-0.0378418	
-0.0296021	-0.0320435	
-0.0317383	-0.0299072	
-0.0335693	-0.0289917	
-0.0308228	-0.027771	
-0.0326538	-0.0253296	
-0.0320435	-0.0228882	
-0.0350952	-0.0241089	
-0.039978	-0.0283813	
-0.0396729	-0.0332642	
-0.0350952	-0.0360107	
-0.0216675	-0.0357056	
-0.0140381	-0.0326538	
-0.0152588	-0.0335693	
-0.0204468	-0.03479	
-0.0238037	-0.0360107	
-0.0250244	-0.0296021	
-0.0241089	-0.0198364	
-0.0210571	-0.0170898	
-0.0164795	-0.0228882	
-0.0143433	-0.0341797	
-0.0177002	-0.0418091	
-0.022583	-0.0415039	
-0.0259399	-0.0384521	
-0.0228882	-0.03479	
-0.0088501	-0.0357056	
-0.00274658	-0.0363159	
-0.00671387	-0.0344849	
-0.0195313	-0.0332642	
-0.0286865	-0.0299072	
-0.0201416	-0.0268555	
-0.00823975	-0.0250244	
-0.00762939	-0.0274658	
-0.0177002	-0.0350952	
-0.0271606	-0.0335693	
-0.0231934	-0.0262451	
-0.0109863	-0.0216675	
-0.00610352	-0.0231934	
-0.0152588	-0.0323486	
-0.0262451	-0.0360107	
-0.0250244	-0.0332642	
-0.0146484	-0.0265503	
-0.00488281	-0.020752	
-0.00793457	-0.0170898	
-0.0137329	-0.0164795	
-0.0167847	-0.0222778	
-0.0158691	-0.0271606	
-0.0152588	-0.0341797	
-0.0164795	-0.0323486	
-0.017395	-0.0262451	
-0.0167847	-0.0238037	
-0.0152588	-0.0262451	
-0.0186157	-0.0308228	
-0.0195313	-0.0311279	
-0.0222778	-0.0302124	
-0.0146484	-0.0292969	
-0.00518799	-0.0286865	
-0.00427246	-0.0241089	
-0.00915527	-0.0216675	
-0.0198364	-0.0253296	
-0.0195313	-0.0335693	
-0.0100708	-0.0421143	
-0.00793457	-0.0448608	
-0.00854492	-0.0387573	
-0.0183105	-0.0247192	
-0.0143433	-0.0112915	
-0.0143433	-0.00793457	
-0.00793457	-0.0161743	
-0.00793457	-0.0228882	
-0.00640869	-0.0271606	
-0.0161743	-0.0247192	
-0.0177002	-0.0234985	
-0.0161743	-0.020752	
-0.00823975	-0.0189209	
-0.00396729	-0.0167847	
-0.0137329	-0.0140381	
-0.0183105	-0.015564	
-0.0146484	-0.022583	
-0.0100708	-0.0311279	
-0.0088501	-0.0344849	
-0.00518799	-0.0332642	
-0.00488281	-0.0265503	
0.00396729	-0.0219727	
0.00335693	-0.0177002	
-0.00793457	-0.0134277	
-0.0143433	-0.0143433	
-0.0119019	-0.0213623	
-0.00701904	-0.0296021	
-0.00457764	-0.0332642	
-0.015564	-0.0286865	
-0.0128174	-0.0280762	
-0.00946045	-0.0314331	
-0.000915527	-0.0341797	
-0.00152588	-0.0311279	
-0.00152588	-0.0271606	
-0.00732422	-0.0256348	
-0.0180054	-0.0259399	
-0.0167847	-0.0289917	
-0.0115967	-0.0335693	
-0.00274658	-0.0354004	
-0.00152588	-0.0332642	
-0.00183105	-0.0286865	
0	-0.0253296	
-0.00244141	-0.0259399	
-0.00762939	-0.0241089	
-0.0134277	-0.0241089	
-0.0170898	-0.0231934	
-0.0134277	-0.0234985	
-0.0100708	-0.0231934	
-0.0109863	-0.0231934	
-0.0128174	-0.0213623	
-0.00946045	-0.0213623	
-0.00305176	-0.0238037	
0.00213623	-0.027771	
0.00518799	-0.0311279	
-0.000610352	-0.032959	
-0.00640869	-0.0302124	
-0.00610352	-0.027771	
-0.00396729	-0.0299072	
-0.00213623	-0.0292969	
-0.00244141	-0.0271606	
-0.00183105	-0.020752	
0.000305176	-0.0131226	
0.000915527	-0.0109863	
-0.00579834	-0.0134277	
-0.010376	-0.0189209	
-0.00640869	-0.0234985	
0.00213623	-0.0271606	
0.010376	-0.0259399	
0.0134277	-0.0241089	
0.00579834	-0.0216675	
-0.00427246	-0.0201416	
-0.00549316	-0.0219727	
0.000305176	-0.0146484	
0.0100708	0.000915527	
0.0131226	0.0210571	
0.0109863	0.03479	
0.0149536	0.0390625	
0.0265503	0.0445557	
0.0372314	0.0570679	
0.0421143	0.0793457	
0.0396729	0.106506	
0.0427246	0.132446	
0.0494385	0.156555	
0.0601196	0.173645	
0.0634766	0.194092	
0.0604248	0.21698	
0.0534058	0.245667	
0.0534058	0.269165	
0.0613403	0.281372	
0.0683594	0.281982	
0.0704956	0.28717	
0.0680542	0.299683	
0.0680542	0.318298	
0.0732422	0.322571	
0.0811768	0.316162	
0.0854492	0.311584	
0.0839233	0.3125	
0.0811768	0.315857	
0.0738525	0.317383	
0.0689697	0.317993	
0.0656128	0.315552	
0.065918	0.315857	
0.0665283	0.32074	
0.0619507	0.321655	
0.0582886	0.314636	
0.0592041	0.300293	
0.0628662	0.288391	
0.0585938	0.289612	
0.0476074	0.292969	
0.0363159	0.291138	
0.0390625	0.284729	
0.0445557	0.273743	
0.0448608	0.268555	
0.0332642	0.264893	
0.0253296	0.268555	
0.027771	0.274048	
0.038147	0.276489	
0.0408936	0.263367	
0.0341797	0.246277	
0.0244141	0.24231	
0.0222778	0.258789	
0.0274658	0.278931	
0.0378418	0.282288	
0.0415039	0.273132	
0.0366211	0.254822	
