2021-03-28_16:25:11.664696
time(s)	neutral(raw)	distress(raw)	frequency(Hz)	neutral(mag)	distress(mag)
0	3.2968276493476765	0.32549324788281064	0.0	8095.900096131838	8842.65572899977
0.002	3.2968276493476765	0.31904783703364614	0.05	64.97485280951057	450.5074038621216
0.004	3.2968276493476765	0.31904783703364614	0.1	289.9055135495983	74.22534831019115
0.006	3.2968276493476765	0.32227054245822845	0.15000000000000002	556.299663026954	89.3203631867016
0.008	3.2968276493476765	0.32227054245822845	0.2	376.34492075666736	171.57520877445202
0.01	3.2968276493476765	0.32227054245822845	0.25	134.32920758271607	578.4695715065623
0.012	3.2968276493476765	0.32227054245822845	0.30000000000000004	349.3234412676373	342.5942198511487
0.014	3.2968276493476765	0.32227054245822845	0.35000000000000003	404.79846531988	388.9481863274426
0.016	3.2968276493476765	0.32227054245822845	0.4	287.9153458037325	729.8875621122206
0.018000000000000002	1.8530556191348135	0.32227054245822845	0.45	102.15759369294969	167.12060128629145
0.020000000000000004	0.3899473563744564	0.32227054245822845	0.5	307.6510738586523	608.3866909713776
0.022000000000000006	0.39317006179903863	0.32549324788281064	0.55	127.20471824255328	1116.1783207230026
0.024000000000000007	0.3770565346761272	0.32227054245822845	0.6000000000000001	683.2698885955816	555.4283908601742
0.02600000000000001	0.3835019455252918	0.32549324788281064	0.65	136.36873092184908	144.47405049200108
0.02800000000000001	0.3770565346761272	0.32227054245822845	0.7000000000000001	131.55776999477388	739.8300884788332
0.030000000000000013	0.3899473563744564	0.31904783703364614	0.75	396.3161433239879	416.14374660823245
0.032000000000000015	2.993893339436942	0.32227054245822845	0.8	164.43626649393937	210.25865445313536
0.034000000000000016	1.1956237125200275	0.32227054245822845	0.8500000000000001	392.7337955792148	581.3091802310186
0.03600000000000002	0.3835019455252918	0.32227054245822845	0.9	515.2861256313822	627.0046796362737
0.03800000000000002	0.3802792401007095	0.32227054245822845	0.9500000000000001	450.119694360614	442.68425408268087
0.04000000000000002	0.3835019455252918	0.32227054245822845	1.0	923.5267053659755	505.8581742634254
0.04200000000000002	0.3802792401007095	0.32549324788281064	1.05	109.78542843732707	238.08271455038715
0.044000000000000025	0.3770565346761272	0.32227054245822845	1.1	239.0458899858523	264.4318381922135
0.04600000000000003	0.3802792401007095	0.31904783703364614	1.1500000000000001	541.0075101908927	527.9909606619652
0.04800000000000003	0.3802792401007095	0.32227054245822845	1.2000000000000002	746.0954519193302	399.60564440532073
0.05000000000000003	0.3770565346761272	0.32227054245822845	1.25	591.9099929058926	144.20895308194156
0.05200000000000003	0.37383382925154496	0.32227054245822845	1.3	246.49812074935141	225.16654878693097
0.054000000000000034	0.37383382925154496	0.32227054245822845	1.35	300.1832419480045	731.9138755719156
0.056000000000000036	0.3867246509498741	0.32549324788281064	1.4000000000000001	545.4139017253888	409.2975997758906
0.05800000000000004	0.3802792401007095	0.33838406958113987	1.4500000000000002	596.7320294361325	146.95562606939006
0.06000000000000004	0.3770565346761272	3.2613778896772714	1.5	191.29747353176452	383.8682889158485
0.06200000000000004	0.3770565346761272	3.2613778896772714	1.55	548.9672424543134	327.0511482655472
0.06400000000000004	0.37383382925154496	3.258155184252689	1.6	137.31209177039318	504.3029304620767
0.06600000000000004	0.37383382925154496	3.258155184252689	1.6500000000000001	378.51484517157644	399.6332349327252
0.06800000000000005	0.3706111238269627	3.258155184252689	1.7000000000000002	487.87779977677485	451.02011545381004
0.07000000000000005	0.3770565346761272	3.258155184252689	1.75	260.34299671892126	569.5047228429171
0.07200000000000005	0.37383382925154496	3.254932478828107	1.8	294.6019579748147	473.3668216588734
0.07400000000000005	0.37383382925154496	3.258155184252689	1.85	289.7458577803811	362.2198115269986
0.07600000000000005	0.3802792401007095	3.258155184252689	1.9000000000000001	540.6834579736469	204.83398593351984
0.07800000000000006	0.3770565346761272	3.258155184252689	1.9500000000000002	447.54678902886957	320.4901621970168
0.08000000000000006	0.37383382925154496	3.258155184252689	2.0	259.8310125924317	76.49573799526009
0.08200000000000006	0.37383382925154496	3.2517097734035247	2.0500000000000003	469.85651140990024	227.23349449928511
0.08400000000000006	0.37383382925154496	3.258155184252689	2.1	138.2428402693072	439.83362929926403
0.08600000000000006	0.3706111238269627	3.258155184252689	2.15	66.22560401018649	399.3765351649606
0.08800000000000006	0.37383382925154496	3.258155184252689	2.2	496.51458267623696	846.9929766789203
0.09000000000000007	0.37383382925154496	3.258155184252689	2.25	333.0842370322454	294.99727790241116
0.09200000000000007	0.37383382925154496	3.2517097734035247	2.3000000000000003	170.67063897453778	277.3167748628294
0.09400000000000007	0.3706111238269627	2.9971160448615244	2.35	272.74723292968605	668.9629724922411
0.09600000000000007	0.37383382925154496	0.6961043717097734	2.4000000000000004	704.4934562760657	155.18893901413787
0.09800000000000007	0.3802792401007095	3.0132295719844358	2.45	16.187730969057483	230.72311569758617
0.10000000000000007	0.3770565346761272	3.258155184252689	2.5	214.64990012528105	79.89314428747039
0.10200000000000008	0.37383382925154496	3.254932478828107	2.5500000000000003	427.81089232934676	477.0341336040883
0.10400000000000008	0.37383382925154496	1.9271778439002059	2.6	236.88602880480525	323.7510053719207
0.10600000000000008	0.37383382925154496	0.32871595330739295	2.6500000000000004	249.96720297609832	311.43653535498464
0.10800000000000008	0.37383382925154496	0.32549324788281064	2.7	181.75793864787633	552.1083104260517
0.11000000000000008	0.3770565346761272	0.32871595330739295	2.75	573.9484607110489	208.1007197381406
0.11200000000000009	0.37383382925154496	0.32549324788281064	2.8000000000000003	459.0124380373769	536.2641581244304
0.11400000000000009	0.37383382925154496	0.32227054245822845	2.85	340.1360435168465	281.3312392443405
0.11600000000000009	0.3706111238269627	0.32227054245822845	2.9000000000000004	278.26873130073983	910.3326557499718
0.11800000000000009	0.3770565346761272	0.33516136415655756	2.95	178.49450593549392	299.14847939373954
0.12000000000000009	0.3770565346761272	0.32227054245822845	3.0	219.3378141298059	362.40302935373785
0.1220000000000001	0.37383382925154496	0.32549324788281064	3.0500000000000003	754.4053064313931	256.6693855899157
0.1240000000000001	0.37383382925154496	0.32871595330739295	3.1	294.43836106454813	175.40203858381565
0.12600000000000008	0.37383382925154496	0.32227054245822845	3.1500000000000004	455.4842138516806	370.0275898133021
0.12800000000000009	0.3867246509498741	0.33193865873197526	3.2	631.6642345533479	357.95521363538813
0.1300000000000001	2.0593087663080794	0.32549324788281064	3.25	498.9431924639679	575.2276989582855
0.1320000000000001	3.2968276493476765	0.32549324788281064	3.3000000000000003	659.2174874084598	220.46979269744628
0.1340000000000001	3.2968276493476765	0.32227054245822845	3.35	362.6529519092364	191.32628076459326
0.1360000000000001	2.371911192492561	0.32227054245822845	3.4000000000000004	540.0703022116381	510.78620561384844
0.1380000000000001	0.6445410849164569	0.33193865873197526	3.45	358.50644543731477	266.6602539297209
0.1400000000000001	2.8972121766994734	0.33193865873197526	3.5	128.7264414870933	123.07012582246257
0.1420000000000001	3.2968276493476765	2.678068207827878	3.5500000000000003	246.85900942469542	313.3393536910571
0.1440000000000001	3.2968276493476765	0.679990844586862	3.6	161.85113838494996	443.7539776723062
0.1460000000000001	3.2968276493476765	0.32871595330739295	3.6500000000000004	558.8414813714903	645.6554002199827
0.1480000000000001	2.265561913481346	0.32871595330739295	3.7	290.9321458695725	523.1100386725308
0.1500000000000001	0.5156328679331655	0.32549324788281064	3.75	146.04497005670927	351.2038471564943
0.1520000000000001	0.3802792401007095	0.32549324788281064	3.8000000000000003	257.3162603440986	295.2925757050342
0.1540000000000001	0.3770565346761272	0.32549324788281064	3.85	340.51519928932805	282.1943241864904
0.1560000000000001	0.3770565346761272	0.32549324788281064	3.9000000000000004	34.10004143529894	33.97984002999416
0.1580000000000001	0.3706111238269627	0.32227054245822845	3.95	292.63231325140663	493.4048855974217
0.16000000000000011	0.3867246509498741	0.33193865873197526	4.0	750.1359358419198	597.1470257086693
0.16200000000000012	0.3673884184023804	0.32227054245822845	4.05	489.44713366728655	547.0507629600663
0.16400000000000012	0.3802792401007095	0.32549324788281064	4.1000000000000005	272.3742046259554	573.4643731676563
0.16600000000000012	0.37383382925154496	0.32549324788281064	4.15	539.0626532720331	156.86432539456035
0.16800000000000012	0.37383382925154496	0.31904783703364614	4.2	282.019901540775	172.45794377658322
0.17000000000000012	0.3802792401007095	0.32871595330739295	4.25	418.22220739016296	46.926225972853196
0.17200000000000013	0.3706111238269627	0.32227054245822845	4.3	286.56538384364603	412.9012905800897
0.17400000000000013	0.3770565346761272	0.32549324788281064	4.3500000000000005	414.7778370396347	385.63816116425915
0.17600000000000013	0.3706111238269627	0.32227054245822845	4.4	679.8252426239535	290.5821086007119
0.17800000000000013	0.37383382925154496	0.32549324788281064	4.45	399.88441550401103	385.88504913632295
0.18000000000000013	0.3802792401007095	0.32549324788281064	4.5	94.59943806457485	955.1870037653929
0.18200000000000013	0.3770565346761272	0.32871595330739295	4.55	233.93970415143872	520.9044714562888
0.18400000000000014	0.37383382925154496	0.32549324788281064	4.6000000000000005	567.8961897553602	89.3357144840942
0.18600000000000014	0.37383382925154496	0.32549324788281064	4.65	498.7092554645562	565.7159074261561
0.18800000000000014	0.37383382925154496	0.32227054245822845	4.7	96.999208328042	132.94071559124296
0.19000000000000014	0.3706111238269627	0.32549324788281064	4.75	685.9964739287808	545.1446383357913
0.19200000000000014	0.3867246509498741	0.32871595330739295	4.800000000000001	109.88003945111035	354.8555657492184
0.19400000000000014	0.3802792401007095	0.32549324788281064	4.8500000000000005	150.96149296720637	519.7889639985763
0.19600000000000015	0.37383382925154496	0.32549324788281064	4.9	261.4588829577261	607.9299139704262
0.19800000000000015	0.37383382925154496	0.32549324788281064	4.95	235.75377350988438	402.41603995498707
0.20000000000000015	0.3706111238269627	0.32227054245822845	5.0	404.51867150844834	607.6892641830939
0.20200000000000015	0.3706111238269627	0.32871595330739295	5.050000000000001	468.7398047953879	426.72960017049377
0.20400000000000015	0.37383382925154496	0.32549324788281064	5.1000000000000005	598.9685430482199	103.80052217389927
0.20600000000000016	0.37383382925154496	0.32227054245822845	5.15	346.9374474092509	28.273681841877973
0.20800000000000016	0.37383382925154496	0.32549324788281064	5.2	110.25790670928548	366.16484491131166
0.21000000000000016	0.37383382925154496	0.32227054245822845	5.25	321.8593963329821	389.19722996528446
0.21200000000000016	0.3706111238269627	0.31904783703364614	5.300000000000001	473.20988406323164	280.850650701693
0.21400000000000016	0.3706111238269627	0.32227054245822845	5.3500000000000005	95.58180499106444	470.8567904806542
0.21600000000000016	0.3706111238269627	0.32227054245822845	5.4	643.9617246376444	541.4058420204173
0.21800000000000017	0.3706111238269627	0.31904783703364614	5.45	150.9353007804902	267.10170537415473
0.22000000000000017	0.3706111238269627	0.32227054245822845	5.5	117.60186860902085	169.69147901441875
0.22200000000000017	0.3706111238269627	0.33838406958113987	5.550000000000001	62.16839002359638	431.5054124289226
0.22400000000000017	0.3770565346761272	2.107649347676814	5.6000000000000005	490.1763074675876	214.22805686845695
0.22600000000000017	0.37383382925154496	3.258155184252689	5.65	407.75007516477723	535.9349159044879
0.22800000000000017	0.3706111238269627	3.254932478828107	5.7	707.9132789140741	295.1267152355778
0.23000000000000018	0.3706111238269627	3.254932478828107	5.75	339.7919393825871	106.53600326882876
0.23200000000000018	0.3706111238269627	3.2613778896772714	5.800000000000001	260.4284070689224	294.0137486381483
0.23400000000000018	0.3706111238269627	3.258155184252689	5.8500000000000005	289.6701882226847	478.4498906245718
0.23600000000000018	0.3706111238269627	3.258155184252689	5.9	545.1390997062995	268.27792724104046
0.23800000000000018	0.3706111238269627	3.254932478828107	5.95	334.2430361931425	265.033677094092
0.24000000000000019	0.3706111238269627	3.2517097734035247	6.0	444.80812284913657	547.14736488219
0.2420000000000002	0.3706111238269627	3.258155184252689	6.050000000000001	578.6987264324666	483.0124060635625
0.2440000000000002	0.3706111238269627	3.258155184252689	6.1000000000000005	268.76235710407195	90.50844015903768
0.2460000000000002	0.3706111238269627	3.258155184252689	6.15	185.4697841896742	426.83067626432415
0.2480000000000002	0.37383382925154496	3.254932478828107	6.2	681.5177953067952	638.5091536721574
0.25000000000000017	0.3706111238269627	3.2517097734035247	6.25	368.1388460798284	288.0142640803812
0.25200000000000017	0.3706111238269627	3.258155184252689	6.300000000000001	190.92395469047358	252.31207214026583
0.25400000000000017	0.3706111238269627	3.2613778896772714	6.3500000000000005	400.1559644838835	452.99513818656254
0.25600000000000017	0.3706111238269627	3.258155184252689	6.4	139.20057756362004	165.2017043164912
0.2580000000000002	0.37383382925154496	3.258155184252689	6.45	248.35607185062818	385.2888058751194
0.2600000000000002	0.3706111238269627	3.254932478828107	6.5	90.89566079684118	346.93283683497
0.2620000000000002	0.3706111238269627	2.6587319752803844	6.550000000000001	135.64543944788278	416.7197184362619
0.2640000000000002	0.3706111238269627	0.4608468757152666	6.6000000000000005	180.14903623795146	507.16660809336236
0.2660000000000002	0.3673884184023804	0.32549324788281064	6.65	52.56871171660832	34.596068131130764
0.2680000000000002	0.3706111238269627	0.32549324788281064	6.7	174.80262131338122	396.4599141237836
0.2700000000000002	0.3706111238269627	0.33193865873197526	6.75	265.92714454492454	238.88126171188983
0.2720000000000002	0.3706111238269627	0.32549324788281064	6.800000000000001	232.8330843154319	218.243863788226
0.2740000000000002	0.3706111238269627	0.32549324788281064	6.8500000000000005	449.92051350075087	446.41868485853894
0.2760000000000002	0.3673884184023804	0.33193865873197526	6.9	398.6876536658242	710.1030399002817
