frequency(Hz)	neutral	distress
0.0	16683.269214923323	16430.40607919432
0.05	124.13190805085976	146.27062554300903
0.1	183.61659278923844	44.73241569692411
0.15000000000000002	95.02718807966536	146.80993644232444
0.2	140.69115140503018	54.231453573804195
0.25	66.65817912462218	182.03762192914616
0.30000000000000004	189.43637318583683	93.4323825902536
0.35000000000000003	184.0974910375363	191.9878226496058
0.4	248.65532207376836	231.24768045422368
0.45	359.18614557286315	185.2417241914548
0.5	98.73144390276016	239.69736111112306
0.55	412.0873581683305	131.38236230976946
0.6000000000000001	210.56540533781973	139.98916391822303
0.65	245.3209547013062	194.5106033454856
0.7000000000000001	37.698844829620185	167.44272481460882
0.75	102.26151341036322	281.1516784289074
0.8	101.76775490611782	177.1019500982639
0.8500000000000001	162.23784761910832	72.56885825627833
0.9	126.50265227934852	105.33534083164173
0.9500000000000001	151.94625284789845	274.6386180703711
1.0	170.18400929790232	30.93827178678568
1.05	143.43571544707396	90.82777017940927
1.1	158.7679310447912	188.01972589462954
1.1500000000000001	143.08159833410457	98.38711931832655
1.2000000000000002	103.80322792771713	118.21028495810414
1.25	130.02775765847647	169.3371342811504
1.3	101.9886152303859	125.54596404907038
1.35	153.93409229839114	14.686502968374587
1.4000000000000001	135.3604803500786	189.43148279576633
1.4500000000000002	198.94061582071427	118.38747592221107
1.5	193.87116508140684	57.77151650946906
1.55	69.64049925445032	115.34223293909075
1.6	146.31806849204307	140.61877295638087
1.6500000000000001	65.98512551182935	69.89333607103856
1.7000000000000002	40.88010296317687	90.06042485748576
1.75	62.248055291552696	1.8265550378098674
1.8	78.6545017029076	45.40037687737018
1.85	66.50664062632575	47.421626911724026
1.9000000000000001	101.68138361381921	140.57155188680838
1.9500000000000002	63.05203471012402	56.196269834876766
2.0	58.07547104505458	49.86132149642115
2.0500000000000003	91.03001090240933	56.44630364112195
2.1	51.322751562743655	164.38507747024528
2.15	62.80946995661202	80.68617730233323
2.2	30.408861775376216	111.58958252667877
2.25	100.4025752253619	138.86813992005509
2.3000000000000003	84.73379787846956	237.3957198638573
2.35	39.350109698100646	75.69432829645854
2.4000000000000004	17.306294664102253	99.65921670746542
2.45	95.41392988216059	93.83158079388618
2.5	57.07902342704196	172.082463611566
2.5500000000000003	32.979085634132744	85.14676201122579
2.6	69.78163629307102	156.60099239192553
2.6500000000000004	79.2702805395661	32.39367430491722
2.7	56.664438094857296	160.05539969173563
2.75	54.496192425548394	143.76237630769728
2.8000000000000003	193.01964276105912	50.213234167678024
2.85	104.87912329768332	78.99069052086662
2.9000000000000004	130.5589438433543	60.73365688860962
2.95	138.5807270663439	171.30622084877785
3.0	40.73950809479956	121.80303620165506
3.0500000000000003	97.90122902610227	141.81686802570152
3.1	49.98662775998355	116.25207436125012
3.1500000000000004	85.89829327050211	94.89255531544063
3.2	184.57246714858493	87.44082521822241
3.25	59.127384023833336	72.95472115470751
3.3000000000000003	63.73036029502901	92.69676338035939
3.35	194.62175562560628	60.36640688455866
3.4000000000000004	76.87013643809163	87.78186063488931
3.45	103.07159996332472	106.94706216489443
3.5	134.9840176699103	109.56016612549462
3.5500000000000003	63.45932215139615	164.7116759442653
3.6	139.42034500938792	194.4338312196802
3.6500000000000004	126.80636775446096	127.41250117553639
3.7	132.1394772071042	55.540276774475856
3.75	53.47250346489528	104.05326734694543
3.8000000000000003	238.83121710206458	173.63255295005578
3.85	45.65940886196702	121.20054589501053
3.9000000000000004	81.42898059821984	112.01452279149196
3.95	53.27781439640969	55.0716871818743
4.0	103.94675178218058	124.46097159358584
4.05	109.86943326902768	211.75049602026297
4.1000000000000005	53.981327275894216	109.27033629366959
4.15	104.75840043311415	121.50659043194045
4.2	7.164302029969549	160.81139628932664
4.25	26.489837995370863	120.33256993592667
4.3	76.34448477888789	90.44684656462702
4.3500000000000005	168.21981066280802	33.82611886997615
4.4	68.91470634185144	209.12057592228976
4.45	137.58102248619124	31.500453799585106
4.5	106.90888969132247	345.7513896294714
4.55	100.19644252175361	127.5649379497768
4.6000000000000005	107.33546429172326	34.797412496473356
4.65	88.81712332619385	151.88882897840944
4.7	121.12868688622285	117.17358395304854
4.75	122.14519649973104	167.95348757443898
4.800000000000001	19.39765629103142	18.3552128838219
4.8500000000000005	114.11355601597636	108.49311476845077
4.9	100.163750861661	64.72590554123512
4.95	147.1898592912372	201.91114264465253
5.0	74.92817037399712	38.70927597716641
5.050000000000001	111.35152439968068	51.659167809554134
5.1000000000000005	57.57301304619432	49.13044607661197
5.15	74.37262776109442	53.44000946392467
5.2	82.4734074696998	117.4766224841663
5.25	11.698906118799803	209.72092303300892
5.300000000000001	72.463428551031	64.00641428909096
5.3500000000000005	177.17150821432796	68.21262739031067
5.4	57.79549162405514	94.3540042748484
5.45	46.47992967050179	41.58995151471152
5.5	61.88288369815491	49.52049175044501
5.550000000000001	88.36720278930736	15.552613735796822
5.6000000000000005	35.5167569875888	219.32311331068462
5.65	121.36399311411569	61.41978585338257
5.7	178.70244340455355	81.05586312378983
5.75	161.27783857375027	193.86551382629224
5.800000000000001	80.24097137142329	100.34422558252068
5.8500000000000005	123.28246568110481	127.39507195841084
5.9	21.421008565267673	68.82124339426393
5.95	154.66181226843577	88.26696099294969
6.0	126.41520159354991	5.698225750959296
6.050000000000001	20.50860665711961	98.46903879083179
6.1000000000000005	120.23012934634781	144.43184238778966
6.15	103.47815688393975	10.571357235931801
6.2	37.541283798530756	49.75837852731167
6.25	65.34989574017774	71.90861402166061
6.300000000000001	89.20633505613996	90.19508769794746
6.3500000000000005	106.21239472409626	107.3942913452607
6.4	69.20177586722437	148.0677330288938
6.45	75.12937798413655	122.07567204157256
6.5	17.771711878918353	90.92908167536294
6.550000000000001	119.07518609268843	150.09072857169022
6.6000000000000005	43.37020704564665	149.23040094868855
6.65	59.21380284186277	135.19395393130958
6.7	66.77629624301372	191.03938262175382
6.75	120.15235683934625	230.22862510427427
6.800000000000001	119.05350586340295	172.98122660686568
6.8500000000000005	93.61320128473021	67.48182880232982
6.9	97.98592952720772	84.84951042420178
6.95	72.28741262995544	41.567993072449035
7.0	104.70648956999523	92.97219927727399
7.050000000000001	65.90890564789447	85.24119507531
7.1000000000000005	74.99849991355116	132.71324191364192
7.15	62.290454132733835	86.24864649448928
7.2	72.86209695938496	162.8254697513255
7.25	111.8510019572674	142.9926621849212
7.300000000000001	13.265816408515223	193.97989750236079
7.3500000000000005	46.04704966898702	50.74141353417197
7.4	135.79693809134855	93.48123493423493
7.45	31.6126568423694	105.81230565299738
7.5	94.39194063451208	122.94397525260878
7.550000000000001	70.09047638302836	147.464070320726
7.6000000000000005	217.30998965610414	21.228382927688862
7.65	18.323646100534052	84.42334461600645
7.7	45.07245223911782	60.55565340507112
7.75	47.743730925550956	100.26657248037056
7.800000000000001	56.155795418592724	104.60170757733646
7.8500000000000005	100.94633846347355	127.9450827009578
7.9	55.875418097496265	128.38754572610597
7.95	114.38239401470442	120.43797854719783
8.0	39.64844959597358	78.61341053736095
8.05	80.79922259237792	17.56350082127051
8.1	95.51978219724506	110.79783577096522
8.15	16.237038463881976	140.88322521689685
8.200000000000001	123.83589816374663	91.94421409199835
8.25	74.37695089221094	30.350576160345835
8.3	55.848312477034305	7.6966000682759095
8.35	117.84252541573764	104.21578535662195
8.4	88.8153413802019	9.16813880609337
8.450000000000001	81.29250260275364	52.14658225246388
8.5	126.96671111849788	53.794897084968035
8.55	111.78601436347863	90.3619322926589
8.6	68.66072595420559	135.87548992393255
8.65	43.97818147993522	78.07027962656767
8.700000000000001	88.94385265454855	58.214670610306776
8.75	119.84853518491964	63.85951529449665
8.8	54.54815239656932	58.67995528877934
8.85	28.763322699367446	32.075950190608964
8.9	44.855548081339826	96.32897765920954
8.950000000000001	89.75889954920059	133.58395602698786
9.0	49.464337419635	67.1634295849095
9.05	41.318062578395484	84.56374183403145
9.1	83.1503703677076	34.73804913904974
9.15	33.37305695710731	52.58568953428018
9.200000000000001	131.36155603099678	111.33701027728407
9.25	36.60431968373811	48.27183756832265
9.3	65.30834644117857	55.13992683356919
9.35	69.10284342737059	39.98102089697076
9.4	97.48265017017371	67.88235622588009
9.450000000000001	47.516024567791476	92.0008249902174
9.5	54.68746709525482	79.38587750886988
9.55	2.7730878939345858	122.38049311498708
9.600000000000001	40.942971190818376	70.49892803256238
9.65	26.791991287008262	61.51172298677047
9.700000000000001	56.68086895487765	79.90119790039888
9.75	53.01538789679887	102.66200140426012
9.8	53.290761396030305	73.92612543312433
9.850000000000001	106.9230597509094	116.74930958762695
9.9	30.293369686028672	158.5492974018818
9.950000000000001	71.0672869296701	109.07988813424286
10.0	51.08898175768791	79.81582771392564
10.05	130.69568836345223	89.00173226444879
10.100000000000001	74.63180329660399	76.7044638082058
10.15	154.7884290029063	125.50049979395294
10.200000000000001	34.37191983472924	58.196802928944734
10.25	116.34569645138288	34.89223691965931
10.3	134.77282419536974	84.66195151211447
10.350000000000001	62.338611853184645	60.512516425329984
10.4	36.831743615182305	37.05868763712886
10.450000000000001	104.5422780194511	111.3265730822984
10.5	2.498391337030993	31.10100427175702
10.55	53.692544216309386	150.49316476374503
10.600000000000001	33.08423930971583	95.35394424099847
10.65	85.92809834948078	92.36473405315772
10.700000000000001	49.68093276358183	93.84251270844177
10.75	73.48025718259109	103.94817301970414
10.8	86.82364930022331	12.01066282303522
10.850000000000001	115.88802459416644	52.14180320587022
10.9	99.21978520434523	34.48285072789642
10.950000000000001	150.0753524769027	71.99292771778595
11.0	86.03952512751324	74.96568130764389
11.05	56.83496320779843	40.546239953797325
11.100000000000001	45.21293086198284	74.24184616159212
11.15	105.02963686832376	80.69402909384726
11.200000000000001	78.90363220495583	78.03916161534738
11.25	66.06285938310893	65.42198602822674
11.3	57.09734057784829	64.94439152740307
11.350000000000001	99.60062021523176	94.98171203049505
11.4	107.71990277479749	99.00495068633947
11.450000000000001	24.078990071701877	64.82979784966234
11.5	96.04297456160006	50.74495556880101
11.55	73.42062546709332	35.64819352856018
11.600000000000001	53.34687853637694	95.96644735041811
11.65	14.59794563004831	24.834548150171575
11.700000000000001	96.1738310948516	128.1917952188136
11.75	70.7577087349216	29.858527444969624
11.8	45.065927653805005	49.153480244463516
11.850000000000001	21.18127949594634	41.17711937816097
11.9	116.0420662207803	33.190444945775
11.950000000000001	99.13411725781576	21.67724277993991
12.0	47.00391138156829	108.24136469887272
12.05	15.56884645511928	41.71565340310082
12.100000000000001	108.23849516217481	41.802026613968785
12.15	63.082360032584816	103.78125591694017
12.200000000000001	129.3419555498307	92.63000661261859
12.25	38.0601136874627	85.5207175766936
12.3	61.70126347266093	64.53782616225585
12.350000000000001	23.09627671372741	50.06926726411975
12.4	117.43276970883817	66.9575734865897
12.450000000000001	33.23493353833311	79.95231168999754
12.5	83.07897424769085	33.78655275922933
12.55	129.0146496548258	59.40949708678698
12.600000000000001	26.352468915237196	73.68998528347959
12.65	62.12406194070815	31.336086078279088
12.700000000000001	38.37237426552039	79.63011677701412
12.75	38.52181241770845	107.2257897264045
12.8	103.63269623431445	73.92676205371954
12.850000000000001	102.42282442869423	6.25866661467957
12.9	108.21405549075256	1.2469962836364288
12.950000000000001	33.49050926791914	100.45293433592465
13.0	63.95014222053316	13.509425204372995
13.05	31.2454961927832	93.32472684380376
13.100000000000001	41.595337454295304	46.94545008984999
13.15	61.13813680386253	22.95478309054784
13.200000000000001	114.05096098401813	45.30497400041696
13.25	13.388636320687155	104.5696307574342
13.3	59.35114747637794	33.51447363327841
13.350000000000001	22.319961217189007	113.10023999965304
13.4	59.85181844394448	116.49975953879704
13.450000000000001	52.33848936298516	78.21687152108761
13.5	47.79578178889909	72.72600323838765
13.55	58.16214527095982	38.5278880526165
13.600000000000001	77.49841337981859	11.710458741685194
13.65	55.28730034330969	89.03856870090138
13.700000000000001	74.96364071373644	86.39532396604764
13.75	55.307728288140176	31.09386214632471
13.8	47.02086089488032	22.470741822565387
13.850000000000001	42.90089731739259	126.0435855122568
13.9	48.19222202714995	23.90061547432789
13.950000000000001	115.90966010781952	96.16413771097638
14.0	11.713579059273343	49.552854052418226
14.05	92.28790643436149	114.98944265112299
14.100000000000001	39.81174438745189	38.627379161425424
14.15	68.75873026285726	70.76817357979519
14.200000000000001	21.105080497944545	63.711881036486446
14.25	74.91775039771142	78.62462214351434
14.3	51.35220994668932	59.309559894120866
14.350000000000001	74.61116883540441	82.27008437390747
14.4	48.39723051260139	109.88540164888384
14.450000000000001	16.23583008567453	34.05568956976435
14.5	22.930971839954125	86.16877870319462
14.55	80.14313910884779	100.73408496291589
14.600000000000001	14.883324783268433	122.31574567746706
14.65	75.01310676392875	67.99985227381696
14.700000000000001	45.96887673317141	93.25251693944485
14.75	58.22295247797549	103.48237133393731
14.8	91.65774291293893	119.76828972547752
14.850000000000001	24.240148165226984	88.81367493740943
14.9	42.941320980468255	55.576593970283945
14.950000000000001	38.96287677159281	74.77927974745181
15.0	26.08615281682337	63.48980860233926
15.05	45.72771706082037	90.13008529684359
15.100000000000001	71.31214591900336	53.68629809380573
15.15	53.16086332032413	52.67436010184385
15.200000000000001	91.88033383492161	69.1472135321904
15.25	19.923137185710583	102.74834347916389
15.3	26.697537800831718	111.01317541435864
15.350000000000001	97.28390693509739	49.07962342559394
15.4	80.1708462335185	89.14625878190668
15.450000000000001	52.3401672898049	106.9216996546886
15.5	69.95906549429748	151.96386319619967
15.55	71.0269619414141	27.338084959607798
15.600000000000001	9.674107800231589	19.4112387616489
15.65	50.79376378353259	33.04658511281328
15.700000000000001	146.006548740483	78.77166923224773
15.75	91.74364379864657	81.53739086638035
15.8	28.479838766294737	66.67889781530982
15.850000000000001	28.300269856979863	65.58470845242474
