
 begin log for calibration v12021-01-26
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
1.00	1.00
