experiment 4

 begin log for calibration v12021-02-03
2.01	0.76
2.06	0.02
2.00	0.05
2.06	0.78
2.09	0.25
2.03	0.03
2.06	0.76
2.10	0.75
3.20	0.06
3.20	0.27
2.73	0.76
2.36	0.16
2.13	0.04
1.99	0.78
0.46	0.73
0.47	0.00
1.23	0.45
1.75	0.79
1.94	0.16
2.14	0.05
2.35	0.74
3.20	0.80
3.20	0.00
3.06	0.20
2.64	0.76
2.31	0.22
1.99	0.03
0.47	0.47
0.45	0.76
1.01	0.28
1.33	0.05
1.60	0.78
1.89	0.76
3.20	0.08
